Entity,Code,Year,Renewables (TWh growth - equivalent)
Asia Pacific (EI),,1979,61.212036
Asia Pacific (EI),,1980,52.82086
Asia Pacific (EI),,1981,53.67511
Asia Pacific (EI),,1982,7.414551
Asia Pacific (EI),,1983,55.80426
Asia Pacific (EI),,1984,5.3554077
Asia Pacific (EI),,1985,64.23523
Asia Pacific (EI),,1986,27.00763
Asia Pacific (EI),,1987,-2.7088623
Asia Pacific (EI),,1988,108.878296
Asia Pacific (EI),,1989,84.61511
Asia Pacific (EI),,1990,20.067505
Asia Pacific (EI),,1991,34.93994
Asia Pacific (EI),,1992,-25.768066
Asia Pacific (EI),,1993,114.750854
Asia Pacific (EI),,1994,20.028687
Asia Pacific (EI),,1995,134.64355
Asia Pacific (EI),,1996,-28.605469
Asia Pacific (EI),,1997,19.27649
Asia Pacific (EI),,1998,99.101074
Asia Pacific (EI),,1999,-6.189575
Asia Pacific (EI),,2000,75.759155
Asia Pacific (EI),,2001,138.11731
Asia Pacific (EI),,2002,31.958862
Asia Pacific (EI),,2003,48.089478
Asia Pacific (EI),,2004,316.5077
Asia Pacific (EI),,2005,105.17163
Asia Pacific (EI),,2006,235.61401
Asia Pacific (EI),,2007,172.1272
Asia Pacific (EI),,2008,461.26245
Asia Pacific (EI),,2009,-13.655518
Asia Pacific (EI),,2010,460.47363
Asia Pacific (EI),,2011,165.70679
Asia Pacific (EI),,2012,521.427
Asia Pacific (EI),,2013,480.52344
Asia Pacific (EI),,2014,611.9092
Asia Pacific (EI),,2015,307.3286
Asia Pacific (EI),,2016,468.0459
Asia Pacific (EI),,2017,571.522
Asia Pacific (EI),,2018,688.333
Asia Pacific (EI),,2019,601.4839
Asia Pacific (EI),,2020,632.0742
Asia Pacific (EI),,2021,978.3994
Asia Pacific (EI),,2022,936.6367
Australia,AUS,1966,-1.057621
Australia,AUS,1967,0.7901726
Australia,AUS,1968,0.9937763
Australia,AUS,1969,2.1661148
Australia,AUS,1970,4.331917
Australia,AUS,1971,3.959158
Australia,AUS,1972,0.18990707
Australia,AUS,1973,2.3512154
Australia,AUS,1974,4.986431
Australia,AUS,1975,3.1895676
Australia,AUS,1976,-2.186222
Australia,AUS,1977,-1.9790611
Australia,AUS,1978,3.268921
Australia,AUS,1979,-1.2279205
Australia,AUS,1980,-2.4101906
Australia,AUS,1981,1.2426949
Australia,AUS,1982,-2.8833618
Australia,AUS,1983,-2.1835823
Australia,AUS,1984,2.995716
Australia,AUS,1985,2.4565353
Australia,AUS,1986,0.26496506
Australia,AUS,1987,-1.186367
Australia,AUS,1988,2.9641113
Australia,AUS,1989,0.013336182
Australia,AUS,1990,1.3345337
Australia,AUS,1991,2.5319748
Australia,AUS,1992,0.71325684
Australia,AUS,1993,1.3306503
Australia,AUS,1994,-0.5975838
Australia,AUS,1995,-1.107357
Australia,AUS,1996,1.3973923
Australia,AUS,1997,0.13031387
Australia,AUS,1998,-0.14302826
Australia,AUS,1999,1.6860008
Australia,AUS,2000,0.055419922
Australia,AUS,2001,-1.1497726
Australia,AUS,2002,1.8346062
Australia,AUS,2003,1.8881531
Australia,AUS,2004,2.0530434
Australia,AUS,2005,4.144966
Australia,AUS,2006,1.4304466
Australia,AUS,2007,-2.370552
Australia,AUS,2008,-3.5075493
Australia,AUS,2009,2.7896118
Australia,AUS,2010,5.8951073
Australia,AUS,2011,23.58693
Australia,AUS,2012,-1.2831268
Australia,AUS,2013,13.925331
Australia,AUS,2014,-7.838379
Australia,AUS,2015,7.1486664
Australia,AUS,2016,14.841789
Australia,AUS,2017,-7.4342346
Australia,AUS,2018,26.543541
Australia,AUS,2019,14.53537
Australia,AUS,2020,22.853973
Australia,AUS,2021,33.413757
Australia,AUS,2022,34.753387
Austria,AUT,1966,3.6903229
Austria,AUT,1967,1.0852127
Austria,AUT,1968,1.440052
Austria,AUT,1969,-4.337902
Austria,AUT,1970,13.518471
Austria,AUT,1971,-13.21656
Austria,AUT,1972,1.3823929
Austria,AUT,1973,5.682148
Austria,AUT,1974,10.358334
Austria,AUT,1975,3.2024155
Austria,AUT,1976,-9.549885
Austria,AUT,1977,12.878277
Austria,AUT,1978,0.059143066
Austria,AUT,1979,9.3322525
Austria,AUT,1980,2.9957275
Austria,AUT,1981,5.1374664
Austria,AUT,1982,0.14489746
Austria,AUT,1983,-0.8575287
Austria,AUT,1984,-11.10862
Austria,AUT,1985,14.619186
Austria,AUT,1986,1.4794769
Austria,AUT,1987,12.040916
Austria,AUT,1988,0.20246124
Austria,AUT,1989,-0.47192383
Austria,AUT,1990,-10.371399
Austria,AUT,1991,0.080200195
Austria,AUT,1992,10.407219
Austria,AUT,1993,5.610077
Austria,AUT,1994,-3.4625854
Austria,AUT,1995,6.145645
Austria,AUT,1996,-9.276199
Austria,AUT,1997,6.0465393
Austria,AUT,1998,3.6255035
Austria,AUT,1999,9.715782
Austria,AUT,2000,3.206314
Austria,AUT,2001,-4.070404
Austria,AUT,2002,-1.7986069
Austria,AUT,2003,-19.982162
Austria,AUT,2004,12.333473
Austria,AUT,2005,3.3514786
Austria,AUT,2006,1.4674988
Austria,AUT,2007,7.2878723
Austria,AUT,2008,4.0083084
Austria,AUT,2009,8.02684
Austria,AUT,2010,-6.8484344
Austria,AUT,2011,-11.925598
Austria,AUT,2012,27.950531
Austria,AUT,2013,-3.7393188
Austria,AUT,2014,-0.3862152
Austria,AUT,2015,-6.458664
Austria,AUT,2016,7.437332
Austria,AUT,2017,-1.5511627
Austria,AUT,2018,-3.1121826
Austria,AUT,2019,11.512878
Austria,AUT,2020,0.6708069
Austria,AUT,2021,-7.513733
Austria,AUT,2022,-5.9591064
Azerbaijan,AZE,1986,-1.5028336
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-0.31363487
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,2.8379254
Azerbaijan,AZE,1991,0.29954338
Azerbaijan,AZE,1992,-0.035484314
Azerbaijan,AZE,1993,2.006909
Azerbaijan,AZE,1994,-1.7623658
Azerbaijan,AZE,1995,-0.810215
Azerbaijan,AZE,1996,-0.05618286
Azerbaijan,AZE,1997,0.5174732
Azerbaijan,AZE,1998,0.70672035
Azerbaijan,AZE,1999,-1.3158598
Azerbaijan,AZE,2000,0.08279562
Azerbaijan,AZE,2001,-0.7139597
Azerbaijan,AZE,2002,2.0739837
Azerbaijan,AZE,2003,1.2672606
Azerbaijan,AZE,2004,0.7756448
Azerbaijan,AZE,2005,0.67820597
Azerbaijan,AZE,2006,-1.4524279
Azerbaijan,AZE,2007,-0.4802332
Azerbaijan,AZE,2008,-0.41244602
Azerbaijan,AZE,2009,0.180511
Azerbaijan,AZE,2010,3.114304
Azerbaijan,AZE,2011,-2.1852574
Azerbaijan,AZE,2012,-2.3885431
Azerbaijan,AZE,2013,-0.7164068
Azerbaijan,AZE,2014,-0.4638343
Azerbaijan,AZE,2015,0.91186523
Azerbaijan,AZE,2016,0.95448685
Azerbaijan,AZE,2017,-0.6018672
Azerbaijan,AZE,2018,0.18189812
Azerbaijan,AZE,2019,-0.4274192
Azerbaijan,AZE,2020,-1.326971
Azerbaijan,AZE,2021,0.52943707
Azerbaijan,AZE,2022,0.8272338
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0.46129024
Bangladesh,BGD,1974,-0.26021492
Bangladesh,BGD,1975,0.5706988
Bangladesh,BGD,1976,0.17150557
Bangladesh,BGD,1977,-0.16854858
Bangladesh,BGD,1978,0.20403254
Bangladesh,BGD,1979,0.23951614
Bangladesh,BGD,1980,-0.011828065
Bangladesh,BGD,1981,0.12419355
Bangladesh,BGD,1982,-0.3016131
Bangladesh,BGD,1983,0.4110217
Bangladesh,BGD,1984,0.6948924
Bangladesh,BGD,1985,-0.46720433
Bangladesh,BGD,1986,-0.85457003
Bangladesh,BGD,1987,0.19811833
Bangladesh,BGD,1988,0.46720433
Bangladesh,BGD,1989,0.7244625
Bangladesh,BGD,1990,-0.10645175
Bangladesh,BGD,1991,-0.13602138
Bangladesh,BGD,1992,-0.12419367
Bangladesh,BGD,1993,-0.5559139
Bangladesh,BGD,1994,0.70672035
Bangladesh,BGD,1995,-1.4045699
Bangladesh,BGD,1996,1.0852151
Bangladesh,BGD,1997,-0.05913973
Bangladesh,BGD,1998,0.43172073
Bangladesh,BGD,1999,-0.09462404
Bangladesh,BGD,2000,-0.2483871
Bangladesh,BGD,2001,0.7024386
Bangladesh,BGD,2002,-0.7307246
Bangladesh,BGD,2003,-0.011695862
Bangladesh,BGD,2004,-0.010970831
Bangladesh,BGD,2005,-0.0093996525
Bangladesh,BGD,2006,-0.0033068657
Bangladesh,BGD,2007,-0.003264904
Bangladesh,BGD,2008,0.57255626
Bangladesh,BGD,2009,-1.4706066
Bangladesh,BGD,2010,0.91258645
Bangladesh,BGD,2011,0.42112088
Bangladesh,BGD,2012,-0.1860764
Bangladesh,BGD,2013,-0.040702343
Bangladesh,BGD,2014,-0.3505311
Bangladesh,BGD,2015,0.97177243
Bangladesh,BGD,2016,0.0046622753
Bangladesh,BGD,2017,0.4569199
Bangladesh,BGD,2018,-0.3968227
Bangladesh,BGD,2019,0.015828371
Bangladesh,BGD,2020,-0.17073607
Bangladesh,BGD,2021,0.4598782
Bangladesh,BGD,2022,0.41298938
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-0.005913891
Belarus,BLR,1992,-0.0029569454
Belarus,BLR,1993,0.005913891
Belarus,BLR,1994,0
Belarus,BLR,1995,0.0029569454
Belarus,BLR,1996,-0.011827778
Belarus,BLR,1997,0.0147847235
Belarus,BLR,1998,0.020699162
Belarus,BLR,1999,-0.026613053
Belarus,BLR,2000,0.023655836
Belarus,BLR,2001,0.008295
Belarus,BLR,2002,-0.0034874976
Belarus,BLR,2003,-0.0034427792
Belarus,BLR,2004,0.016801856
Belarus,BLR,2005,0.007941
Belarus,BLR,2006,0.0028728098
Belarus,BLR,2007,0.037666105
Belarus,BLR,2008,0.15348215
Belarus,BLR,2009,0.2564185
Belarus,BLR,2010,0.22999167
Belarus,BLR,2011,-0.037608624
Belarus,BLR,2012,0.10752833
Belarus,BLR,2013,0.07168716
Belarus,BLR,2014,-0.030421436
Belarus,BLR,2015,0.05679804
Belarus,BLR,2016,0.196428
Belarus,BLR,2017,0.968624
Belarus,BLR,2018,-0.19623566
Belarus,BLR,2019,0.42704654
Belarus,BLR,2020,0.64638686
Belarus,BLR,2021,-0.18345475
Belarus,BLR,2022,0.14246821
Belgium,BEL,1966,0.079838574
Belgium,BEL,1967,-0.18037635
Belgium,BEL,1968,0.017741978
Belgium,BEL,1969,-0.04139781
Belgium,BEL,1970,0.04731196
Belgium,BEL,1971,-0.33118278
Belgium,BEL,1972,0.13602138
Belgium,BEL,1973,0.34368306
Belgium,BEL,1974,0.1784944
Belgium,BEL,1975,-0.24835324
Belgium,BEL,1976,-0.30181473
Belgium,BEL,1977,0.9465725
Belgium,BEL,1978,0.038541555
Belgium,BEL,1979,0.20809841
Belgium,BEL,1980,0.08222449
Belgium,BEL,1981,0.2758397
Belgium,BEL,1982,-0.9240253
Belgium,BEL,1983,-0.06774199
Belgium,BEL,1984,0.05073929
Belgium,BEL,1985,-0.09667337
Belgium,BEL,1986,0.3762766
Belgium,BEL,1987,0.34546387
Belgium,BEL,1988,-0.07977152
Belgium,BEL,1989,-0.12752008
Belgium,BEL,1990,0.17516804
Belgium,BEL,1991,-0.052184105
Belgium,BEL,1992,0.23198915
Belgium,BEL,1993,-0.33044362
Belgium,BEL,1994,0.2750001
Belgium,BEL,1995,0.21895146
Belgium,BEL,1996,-0.31804395
Belgium,BEL,1997,0.07066488
Belgium,BEL,1998,0.5254035
Belgium,BEL,1999,0.3013103
Belgium,BEL,2000,0.59059143
Belgium,BEL,2001,0.08930969
Belgium,BEL,2002,0.2087245
Belgium,BEL,2003,0.18852758
Belgium,BEL,2004,0.9286151
Belgium,BEL,2005,1.9172506
Belgium,BEL,2006,2.6181374
Belgium,BEL,2007,1.6337404
Belgium,BEL,2008,2.8819962
Belgium,BEL,2009,4.6053314
Belgium,BEL,2010,6.1096535
Belgium,BEL,2011,4.6990166
Belgium,BEL,2012,6.156849
Belgium,BEL,2013,3.0664444
Belgium,BEL,2014,1.7178116
Belgium,BEL,2015,4.651127
Belgium,BEL,2016,1.3044395
Belgium,BEL,2017,4.564232
Belgium,BEL,2018,3.2784843
Belgium,BEL,2019,5.8152504
Belgium,BEL,2020,12.478508
Belgium,BEL,2021,-1.6645279
Belgium,BEL,2022,2.2635574
Brazil,BRA,1966,7.0701523
Brazil,BRA,1967,3.7938156
Brazil,BRA,1968,4.0244675
Brazil,BRA,1969,6.33387
Brazil,BRA,1970,26.269218
Brazil,BRA,1971,10.311592
Brazil,BRA,1972,23.204025
Brazil,BRA,1973,20.704758
Brazil,BRA,1974,22.905685
Brazil,BRA,1975,19.668976
Brazil,BRA,1976,31.147125
Brazil,BRA,1977,35.533005
Brazil,BRA,1978,33.214355
Brazil,BRA,1979,46.66278
Brazil,BRA,1980,40.109314
Brazil,BRA,1981,4.068695
Brazil,BRA,1982,38.616272
Brazil,BRA,1983,43.989532
Brazil,BRA,1984,52.78195
Brazil,BRA,1985,45.478333
Brazil,BRA,1986,27.733276
Brazil,BRA,1987,11.456116
Brazil,BRA,1988,42.90985
Brazil,BRA,1989,22.757202
Brazil,BRA,1990,1.1619873
Brazil,BRA,1991,34.460266
Brazil,BRA,1992,17.945068
Brazil,BRA,1993,38.98181
Brazil,BRA,1994,29.657715
Brazil,BRA,1995,37.256348
Brazil,BRA,1996,41.575317
Brazil,BRA,1997,37.73706
Brazil,BRA,1998,36.814087
Brazil,BRA,1999,7.536499
Brazil,BRA,2000,20.969116
Brazil,BRA,2001,-114.03088
Brazil,BRA,2002,58.043274
Brazil,BRA,2003,53.033997
Brazil,BRA,2004,48.169556
Brazil,BRA,2005,49.78174
Brazil,BRA,2006,27.153076
Brazil,BRA,2007,102.75183
Brazil,BRA,2008,27.863525
Brazil,BRA,2009,76.1167
Brazil,BRA,2010,67.7384
Brazil,BRA,2011,51.084106
Brazil,BRA,2012,-33.38745
Brazil,BRA,2013,-27.548218
Brazil,BRA,2014,-2.5354004
Brazil,BRA,2015,23.451294
Brazil,BRA,2016,67.119385
Brazil,BRA,2017,1.8953857
Brazil,BRA,2018,102.079346
Brazil,BRA,2019,74.64563
Brazil,BRA,2020,-0.8815918
Brazil,BRA,2021,-49.09851
Brazil,BRA,2022,211.58997
Bulgaria,BGR,1966,0.029569626
Bulgaria,BGR,1967,0.035484314
Bulgaria,BGR,1968,-2.1201618
Bulgaria,BGR,1969,1.5790322
Bulgaria,BGR,1970,0.92553806
Bulgaria,BGR,1971,0.053225517
Bulgaria,BGR,1972,-0.2217741
Bulgaria,BGR,1973,1.4045696
Bulgaria,BGR,1974,-1.4489245
Bulgaria,BGR,1975,1.1029568
Bulgaria,BGR,1976,1.481451
Bulgaria,BGR,1977,1.7002697
Bulgaria,BGR,1978,-1.833334
Bulgaria,BGR,1979,1.1887102
Bulgaria,BGR,1980,1.1887093
Bulgaria,BGR,1981,-0.28091335
Bulgaria,BGR,1982,-1.6795702
Bulgaria,BGR,1983,0.8959675
Bulgaria,BGR,1984,-0.27499962
Bulgaria,BGR,1985,-3.025
Bulgaria,BGR,1986,0.26317215
Bulgaria,BGR,1987,0.62392426
Bulgaria,BGR,1988,0.1744628
Bulgaria,BGR,1989,0.28091383
Bulgaria,BGR,1990,-2.4040322
Bulgaria,BGR,1991,1.6647849
Bulgaria,BGR,1992,-1.1177416
Bulgaria,BGR,1993,-0.3577962
Bulgaria,BGR,1994,-1.4016123
Bulgaria,BGR,1995,2.5016127
Bulgaria,BGR,1996,1.7889786
Bulgaria,BGR,1997,-0.4879036
Bulgaria,BGR,1998,1.014247
Bulgaria,BGR,1999,-1.0172043
Bulgaria,BGR,2000,-0.23655844
Bulgaria,BGR,2001,-2.8010945
Bulgaria,BGR,2002,1.3009853
Bulgaria,BGR,2003,2.3805523
Bulgaria,BGR,2004,0.34747982
Bulgaria,BGR,2005,3.3009863
Bulgaria,BGR,2006,-0.3172083
Bulgaria,BGR,2007,-3.8562527
Bulgaria,BGR,2008,0.09057522
Bulgaria,BGR,2009,2.098115
Bulgaria,BGR,2010,5.8164606
Bulgaria,BGR,2011,-5.189766
Bulgaria,BGR,2012,4.537526
Bulgaria,BGR,2013,4.54996
Bulgaria,BGR,2014,1.2145958
Bulgaria,BGR,2015,4.0099335
Bulgaria,BGR,2016,-4.481531
Bulgaria,BGR,2017,-2.4846096
Bulgaria,BGR,2018,9.125763
Bulgaria,BGR,2019,-4.75469
Bulgaria,BGR,2020,-0.2500019
Bulgaria,BGR,2021,7.8917046
Bulgaria,BGR,2022,-1.150528
CIS (EI),,1966,30.720154
CIS (EI),,1967,-9.61615
CIS (EI),,1968,45.7417
CIS (EI),,1969,32.943817
CIS (EI),,1970,27.192444
CIS (EI),,1971,5.0919495
CIS (EI),,1972,-9.462372
CIS (EI),,1973,-1.6381836
CIS (EI),,1974,28.638458
CIS (EI),,1975,-17.86908
CIS (EI),,1976,28.824738
CIS (EI),,1977,33.351868
CIS (EI),,1978,67.085205
CIS (EI),,1979,6.86615
CIS (EI),,1980,35.232483
CIS (EI),,1981,8.297363
CIS (EI),,1982,-35.682007
CIS (EI),,1983,16.810486
CIS (EI),,1984,66.90485
CIS (EI),,1985,-26.305054
CIS (EI),,1986,3.2800903
CIS (EI),,1987,5.253357
CIS (EI),,1988,23.48346
CIS (EI),,1989,-17.040833
CIS (EI),,1990,35.923462
CIS (EI),,1991,0.64923096
CIS (EI),,1992,13.424927
CIS (EI),,1993,19.443298
CIS (EI),,1994,11.093811
CIS (EI),,1995,-17.791748
CIS (EI),,1996,-63.578613
CIS (EI),,1997,-2.8448486
CIS (EI),,1998,1.43396
CIS (EI),,1999,14.271118
CIS (EI),,2000,15.634827
CIS (EI),,2001,22.175415
CIS (EI),,2002,-33.08551
CIS (EI),,2003,-7.998657
CIS (EI),,2004,54.270935
CIS (EI),,2005,-10.610718
CIS (EI),,2006,-8.171143
